SBankCode,BankTypeCode,BankName
,SXLSRCC,山西灵石农村商业银行
,HNAHRCB,湖南安化农村商业银行股份有限公司
,ZAXYUZRCC,正安县农村信用合作联社
,BDMCRCC,保定市满城区农村信用联社
,ZZZJRCC,湖南株洲珠江农村商业银行
,SXFGRCC,陕西府谷农村商业银行
,DCXZHZRCC,大城县农村信用合作联社
,QXXRCC,迁西县农村信用合作联社
,HBHYRCB,河北黄骅农村商业银行股份有限公司
,LNKDRCB,辽宁宽甸农村商业银行股份有限公司
,SDLZOSWRCC,山东莱州农村商业银行
,PZBANK,盘锦银行
,CXNCRCC,沧县农村信用联社
,SXYCBMCRCC,山西榆次农村商业银行
,ZJJSBHARCC,浙江嘉善农村商业银行
,HBSRCB,河北涉县农村商业银行股份有限公司
,TCRCB,江苏太仓农村商业银行
,JLSLRCB,吉林舒兰农村商业银行
,JLDFRCB,吉林东丰农村商业银行股份有限公司
,AQNCRCC,安庆农村商业银行
,STSCYRCC,汕头市潮阳农村信用合作联社
,ZZSILZRCC,儋州市农村信用合作联社
,YCXZOFRCC,永春县农村信用合作联社
,ADRCB,湖南东安农村商业银行股份有限公司
,NYXRCC,纳雍县农村信用合作联社
,AHWJRCC,安徽望江农村商业银行
,GZLPRCB,贵州黎平农村商业银行股份有限公司
,AHHSTZFRCC,安徽霍山农村商业银行
,GSYCRCB,甘肃永昌农村商业银行股份有限公司
,LRCB,江苏溧水农村商业银行
,SXZQRCC,山西左权农村商业银行
,WNSRCC,万宁市农村信用合作联社
,HBYXKPPRCC,湖北郧县农村商业银行
,NXWZRCC,宁夏吴忠农村商业银行
,DHRCB,江苏东海农村商业银行
,ZJWCRCC,浙江文成农村商业银行
,CHXNGGRCC,册亨县农村信用合作联社
,WZXRCC,望谟县农村信用合作联社
,SXWTRCC,山西五台农村商业银行
,XJWSRCC,新疆乌苏农村商业银行
,DYRCB,贵州都匀农村商业银行
,HBHCRCC,湖北汉川农村商业银行
,DHXRCC,德化县农村信用合作联社
,HBQHRCB,河北清河农村商业银行
,AHSSRCC,安徽宿松农村商业银行
,JSTZRCB,江苏泰州农村商业银行
,HNHNRCB,湖南衡南农村商业银行股份有限公司
,ASRCB,鞍山农村商业银行
,JZKFQRCC,晋中开发区农村商业银行
,JZRCU,河北晋州农村商业银行
,RHNSH,贵州仁怀茅台农村商业银行
,ZJYHMJDRCC,浙江玉环农村商业银行
,LNDTRCB,辽宁灯塔农村商业银行股份有限公司
,SXHDRCC,山西洪洞农村商业银行
,HBXGRCC,湖北孝感农村商业银行
,GZZYHHGNCB,贵州遵义红花岗农村商业银行股份有限公司
,AHYXRCC,安徽岳西农村商业银行
,FASRCC,福安市农村信用合作联社
,HBWXRCC,湖北武穴农村商业银行
,GSNXRCC,甘肃宁县农村合作银行
,GZWDRCB,贵州乌当农村商业银行
,GZTXRCB,贵州桐梓农村商业银行股份有限公司
,ZJKXHRCB,张家口市宣化农村信用合作联社
,BYNEHTRCC,巴彦淖尔河套农村商业银行
,SXCZLDRCC,山西长治黎都农村商业银行
,LYXWVWRCC,隆尧县农村信用合作联社
,SXDFRCC,陕西丹凤农村商业银行
,BDXSQRCC,保定市徐水区农村信用合作联社
,SXXXSJKRCC,山西兴县农村商业银行
,SDDTRCC,山东定陶农村商业银行
,THRCB,通化农村商业银行
,LZXBNGRCC,临漳县农村信用合作联社
,SDCYRCC,山东昌邑农村商业银行
,SDWSRCC,山东微山农村商业银行
,GZKLBANK,贵州凯里农村商业银行
,SYXDRORCC,三原县农村信用合作联社
,HLSUVFRCC,海伦市农村信用合作联社
,HNYZRCB,湖南宜章农村商业银行股份有限公司
,SDRCRCC,山东荣成农村商业银行
,SDZNRCC,山东莒南农村商业银行
,LSXOMIRCC,梨树县农村信用合作联社
,GGXRCC,甘谷县农村信用合作联社
,GCXRCC,故城县农村信用联社
,IKNQNCSYIAA,山东临清农村商业银行
,SZXJIWRCC,绥中县农村信用合作社联合社
,AHQYRCC,安徽青阳农村商业银行
,ZZXWYSRCC,湟中县农村信用合作联社
,TLNCRCC,铜陵农村商业银行
,SXBJWBRCC,陕西宝鸡渭滨农村商业银行
,SDDMRCC,山东东明农村商业银行
,XTRCB,湘潭农村商业银行股份有限公司
,GSZLRCB,甘肃庄浪农村商业银行股份有限公司
,TXQEKRCC,唐县农村信用合作联社
,ZJLQTADRCC,浙江龙泉农村商业银行
,SDLLVRNRCC,山东兰陵农村商业银行
,LHSRCC,凌海市农村信用合作联社
,LYLZRCB,山东临沂罗庄农村商业银行
,YJRCB,吉林永吉农村商业银行
,HANABANK,韩亚银行
,AHCFRCC,安徽长丰农村商业银行
,HBJZRCB,河北景州农村商业银行股份有限公司
,HNCMRCC,海南澄迈农村商业银行
,XYXCOVRCC,昔阳县农村信用合作联社
,AHQMRCC,安徽祁门农村商业银行
,KYSXOPRCC,开原市农村信用合作联社
,XTBXNCSYHRB,浙江兰溪农村商业银行
,JCXRCRRCC,建昌县农村信用合作社联合社
,HNRCRCB,湖南汝城农村商业银行股份有限公司
,SDCLRCC,山东昌乐农村商业银行
,ZJDYRCC,浙江东阳农村商业银行
,ZJJHCTRCC,浙江金华成泰农村商业银行
,GSJCRCB,甘肃泾川农村商业银行股份有限公司
,DXXRCC,定兴县农村信用联社
,HBXHRCC,河北香河农村商业银行
,JLDARCB,吉林大安农村商业银行
,SDLZEJERCC,山东临朐农村商业银行
,CXEAWRCC,成县农村信用合作联社
,ZJPYRCC,浙江平阳农村商业银行
,GZTZRCB,贵州天柱农村商业银行股份有限公司
,SXBXRCC,陕西彬县农村商业银行
,AHZXWOYRCC,安徽泾县农村商业银行
,SDJNZZRCC,山东济宁兖州农村商业银行
,FSB,华一银行
,NQXCHFRCC,宁强县农村信用合作联社
,ZJLHRCC,浙江临海农村商业银行
,FJZZRCB,福建漳州农村商业银行
,ZJSMRCC,浙江三门农村商业银行
,TYXXMQRCC,通榆县农村信用合作社联合社
,CCXYQCRCC,澄城县农村信用合作联社
,ZYXMLYRCC,泾阳县农村信用合作联社
,SXTLRCC,山西屯留农村商业银行
,SHBLQCNXRCC,绥化市北林区农村信用合作联社
,SDZXMPIRCC,山东莘县农村商业银行
,FJSHRCB,福建上杭农村商业银行
,SCB,渣打银行
,HHNCRCC,黑河农村商业银行
,ZBBSRCC,淄博博山农村商业银行
,HMBANK,哈密市商业银行
,LQXAFXRCC,礼泉县农村信用合作联社
,XJKELRCB,新疆库尔勒农村商业银行股份有限公司
,HBGSRCC,湖北广水农村商业银行
,CZZZRCC,长治漳泽农村商业银行
,SXSDRCC,陕西绥德农村商业银行
,JIANGSU,江苏金湖农村商业银行
,HNNXXRCB,湖南南县农村商业银行股份有限公司
,GSQARCB,甘肃秦安农村商业银行股份有限公司
,SXXFRCC,山西襄汾农村商业银行
,SDYNRCC,山东沂南农村商业银行
,SXZARCC,陕西镇安农村商业银行
,HBLLRCB,河北卢龙农村商业银行
,SYNCRCC,三亚农村商业银行
,LLXERURCC,卢龙县农村信用合作联社
,SDJXTJMRCC,山东嘉祥农村商业银行
,ZJTLRCC,浙江桐庐农村商业银行
,AXXNKZRCC,安新县农村信用联社
,SDQFRCC,山东曲阜农村商业银行
,HNTYRCB,湖南桃源农村商业银行股份有限公司
,HYXPTMRCC,合阳县农村信用合作联社
,SXFXIGARCC,陕西凤翔农村商业银行
,LNFRCB,辽宁凤城农村商业银行股份有限公司
,HNZXRCB,湖南资兴农村商业银行股份有限公司
,HBXNRCC,湖北咸宁农村商业银行
,GZWCRCB,贵州务川农村商业银行
,JSGNRCB,江苏灌南农村商业银行股份有限公司
,DSQRCB,辽宁大石桥农村商业银行股份有限公司
,FDSRCC,福鼎市农村信用合作联社
,HNHRRCB,湖南华容农村商业银行股份有限公司
,SDJYRCTRCC,山东济阳农村商业银行
,SXJBRCC,陕西靖边农村商业银行
,GSTZRCB,甘肃天祝农村商业银行股份有限公司
,HBSZUCDRCC,湖北松滋农村商业银行
,USAYHDNCIRM,山东临沂河东农村商业银行
,HNXJRCB,湖南湘乡农村商业银行股份有限公司
,SDAQRCC,山东安丘农村商业银行
,ZJCSRCC,浙江常山农村商业银行
,SDZCIUBRCC,山东周村农村商业银行
,DZRCC,德州农村商业银行
,LLSLSQRCC,山西省吕梁市离石区农村信用合作联社
,JSGCRCB,江苏高淳农村商业银行
,HDSLDQRCC,海东市乐都区农村信用合作联社
,JMSSJQWMRRCC,黑龙江省佳木斯市郊区农村信用联社
,HKSRCC,海口市农村信用合作联社
,HBGARCC,湖北公安农村商业银行
,GSXHB,甘肃西和农村商业银行股份有限公司
,SXHCRCC,陕西韩城农村商业银行
,CTXEZURCC,长汀县农村信用合作联社
,RZDGRCC,日照东港农村商业银行
,SLSCCC,双辽市农村信用合作联社
,DJXRCC,德江县农村信用合作联社
,HNLSRCB,湖南蓝山农村商业银行股份有限公司
,SDYYRCC,山东沂源农村商业银行
,AHNGRCC,安徽宁国农村商业银行
,PCKYNCSYXIW,山东宁阳农村商业银行
,BIYMNCSYBHJ,湖北荆门农村商业银行
,JYRCU,甘肃靖远农村商业银行
,SDJXTVZRCC,山东金乡农村商业银行
,YCXAMURCC,叶城县农村信用合作联社
,GZDJNCSYYH,贵州德江农村商业银行
,HNSMRCB,湖南石门农村商业银行股份有限公司
,GSKXRCB,甘肃康县农村商业银行股份有限公司
,HBYXWLTRCC,湖北阳新农村商业银行
,ZYXTZRRCC,镇原县农村信用合作联社
,SDZXGLARCC,山东莒县农村商业银行
,WNSHZQRCC,渭南市华州区农村信用合作联社
,HBZSKZIRCC,湖北竹山农村商业银行
,YTXAHCRCC,永泰县农村信用合作联社
,WXZJXRCC,温县农村信用合作联社
,WTNSQNCXIQZ,郑州市市区农村信用合作联社
,FYSNDARCC,扶余市农村信用合作联社
,NBZZNCSYYOW,安徽固镇农村商业银行
,XPSRCC,兴平市农村信用合作联社
,SDHMRCC,山东惠民农村商业银行
,YHTJZRCC,沿河土家族自治县农村信用合作联社
,ZYXUOSRCC,涞源县农村信用联社
,TAZYRCC,泰安岱岳农村商业银行
,MXPWURCC,梅县农村信用合作联社
,HXXCARCC,环县农村信用合作联社
,HBHHRCC,湖北洪湖农村商业银行
,HBZBRCB,河北张北农村商业银行
,SDZPRCC,山东茌平农村商业银行
,JLJHRCB,吉林蛟河农村商业银行
,SDYCRCB,山东禹城农村商业银行
,JJONCSYYXGFYXGS,福建建瓯农村商业银行股份有限公司
,CSSRCC,赤水市农村信用合作联社
,HDFFKQRCC,邯郸市峰峰矿区农村信用合作联社
,GZYJNCCB,贵州印江农村商业银行
,ZLXKZVRCC,涿鹿县农村信用合作联社
,HNARRCB,湖南安仁农村商业银行股份有限公司
,QYXRCC,曲阳县农村信用合作联社
,SXLXRCC,陕西陇县农村商业银行
,BTSRCC,泊头市农村信用联社
,ZJZSRCC,浙江岱山农村商业银行
,ZJLYRCC,浙江龙游农村商业银行
,ZWXMRSRCC,彰武县农村信用合作联社
,LXRCB,临夏农村商业银行股份有限公司
,JLTHRCB,吉林通化海科农村商业银行股份有限公司
,ZJPHRCC,浙江平湖农村商业银行
,HSXTIFRCC,黑山县农村信用合作联社
,AHHSZMURCC,安徽含山农村商业银行
,SQNSNCSYUIH,湖北京山农村商业银行
,SDCWRCC,山东成武农村商业银行
,SDWDRCC,山东文登农村商业银行
,SZXMDYRCC,石阡县农村信用合作联社
,ZJHYRCC,浙江海盐农村商业银行
,ZJSCRCC,浙江遂昌农村商业银行
,GZLLRCB,贵州龙里农村商业银行股份有限公司
,SXXYKODRCC,山西襄垣农村商业银行
,GZWARCB,瓮安农村商业银行
,SXZZNCRCB,陕西周至农村商业银行
,HBLSRCB,河北涞水农村商业银行股份有限公司
,HNJSSRCB,湖南吉首农村商业银行股份有限公司
,HNQDRCC,湖南祁东农村商业银行
,LNGZRCB,辽宁盖州农村商业银行
,SXHGRCC,山西壶关农村商业银行
,QSXLORRCC,清水县农村信用合作联社
,AHLBRCB,安徽灵璧农村商业银行
,TLWJRCC,铜陵皖江农村商业银行
,CLXERQRCC,长岭县农村信用合作联社
,WXIWJRCC,威县农村信用合作联社
,HNDXRCB,湖南道县农村商业银行股份有限公司
,SXXYQDRCC,陕西咸阳秦都农村商业银行
,SDPYFRLRCC,山东平邑农村商业银行
,ZJWYRCC,浙江武义农村商业银行
,SDQHRCC,山东齐河农村商业银行
,SDKLRCC,山东垦利农村商业银行
,GZMTRCB,贵州湄潭农村商业银行
,YJXFUURCC,印江土家族苗族自治县农村信用合作联社
,SXHMRCC,山西侯马农村商业银行
,FXRCB,阜新农村商业银行
,SDFXRCC,山东费县农村商业银行
,LZTQRCC,六枝特区农村信用合作联社
,ZJXCRCC,浙江新昌农村商业银行
,HBZLRCB,河北涿鹿农村商业银行
,HBESRCC,湖北恩施农村商业银行
,SXXYWCRCC,陕西咸阳渭城农村商业银行
,HBXXRCB,河北献县农村商业银行
,XJSHZRCC,新疆石河子农村合作银行
,UYXNCXYHBYV,喀左县农村信用合作联社
,JZXKZBRCC,鸡泽县农村信用合作联社
,SXTGRCC,山西太谷农村商业银行
,HBFXRCC,湖北房县农村商业银行
,CCXOGWRCC,赤城县农村信用联社
,HNYXSRCB,湖南永兴农村商业银行股份有限公司
,HBDYYETRCC,湖北大冶农村商业银行
,GSGLRCB,甘肃古浪农村商业银行
,FJJCNCSYNFJ,湖北宜城农村商业银行
,HLGERCC,和林格尔农村信用合作联社
,SYXOANRCC,绥阳县农村信用合作联社
,AHZXWYXRCC,安徽泗县农村商业银行
,JTLJCZYH,农安北银村镇银行
,DGXPJNRCC,东光县农村信用联社
,HSTPRCC,黄山太平农村商业银行
,HBYCRCC,湖北应城农村商业银行
,HBYSRCC,湖北英山农村商业银行
,YSXPKXRCC,盐山县农村信用联社
,YACCB,雅安市商业银行
,GZQZRCB,贵州清镇农村商业银行股份有限公司
,QCXQQBRCC,庆城县农村信用合作联社
,LYXIGGRCC,略阳县农村信用合作联社
,YXTRZRCC,义县农村信用合作联社
,HLJZDSRCC,黑龙江省肇东市农村信用联社
,YCXASHRCC,翼城县农村信用合作联社
,WHJSRCC,芜湖津盛农村商业银行
,SDGTRCC,山东高唐农村商业银行
,ZJQYRCC,浙江庆元农村商业银行
,SXQXRCC,山西清徐农村商业银行
,HNXTTYRCB,湖南湘潭天易农村商业银行股份有限公司
,FXXXMZRCC,肥乡县农村信用合作联社
,AHNLRCC,安徽南陵农村商业银行
,XTXRCC,行唐县农村信用联社
,JLLHNSB,吉林柳河农村商业银行股份有限公司
,SXZSMNRRCC,陕西柞水农村商业银行
,NXGYRCC,宁夏固原农村商业银行
,NMWYRCC,内蒙古五原农村商业银行
,NGSRCC,南宫市农村信用联社
,DTXBPURCC,大田县农村信用合作联社
,XLSRCC,新乐市农村信用联社
,SDGQRCC,山东高青农村商业银行
,WYXKUORCC,武邑县农村信用联社
,FRCB,佛山农商行
,ZCXUBVRCC,宕昌县农村信用合作联社
,HBDYLDHRCC,湖北当阳农村商业银行
,SXHQXRCC,山西省河曲县农村信用合作联社
,KCXRCC,库车县农村信用合作联社
,ZSEBANK,中山农村商业银行
,GDDPRCB,广东大埔农村商业银行股份有限公司
,GSGZB,甘肃瓜州农村商业银行股份有限公司
,HBAPRCB,河北安平农村商业银行
,GZZYHCNCB,贵州遵义汇川农村商业银行股份有限公司
,HNLDRCB,湖南娄底农村商业银行股份有限公司
,SDSHRCC,山东商河农村商业银行
,XJWLMQRCC,新疆乌鲁木齐农村商业银行
,SDYGRCB,山东阳谷农村商业银行
,XFXSBERCC,西丰县农村信用合作社联合社
,HBJLRCB,河北巨鹿农村商业银行
,FJZPRCC,福建漳平农村商业银行
,HNTJRCB,湖南桃江农村商业银行股份有限公司
,GSLTRCB,甘肃灵台农村商业银行
,JCRCB,晋城农村商业银行股份有限公司
,HBYXROERCC,湖北郧西农村商业银行
,HXROZRCC,徽县农村信用合作联社
,SXWXJSWRCC,山西武乡农村商业银行
,HBSSRCC,湖北石首农村商业银行
,SDZCQRMRCC,山东郯城农村商业银行
,SXZBRCC,陕西镇巴农村商业银行
,KMCGQRCC,昆明市呈贡区农村信用合作联社
,QXINDRCC,青县农村信用合作联社
,ZSXSSJRCC,岐山县农村信用合作联社
,WSXXURRCC,武山县农村信用合作联社
,SXHYRCC,陕西汉阴农村商业银行
,DZXAADRCC,丹寨县农村信用合作联社
,QXLGFRCC,沁县农村信用合作联社
,LNHLRCB,辽宁桓仁农村商业银行
,HNLWRCB,湖南临武农村商业银行股份有限公司
,GZFGRCB,贵州凤冈农村商业银行
,WJXRCC,无极县农村信用合作联社
,BZSQBRRCC,北镇市农村信用合作联社
,MMCYNCSYXTE,浙江松阳农村商业银行
,SDLLXXGRCC,山东乐陵农村商业银行
,SXZYBJRRCC,陕西紫阳农村商业银行
,KYXRCC,开阳县农村信用合作联社
,QXEPLRCC,祁县农村信用合作联社
,XSNSRCB,江苏响水农村商业银行
,GSMXRCB,甘肃岷县农村商业银行
,SDPLRCC,山东蓬莱农村商业银行
,YCNCSXSRCC,伊春农村商业银行
,MQXJGKRCC,闽清县农村信用合作联社
,SDFCRCC,山东肥城农村商业银行
,ZJXSWNRCC,榕江县农村信用合作联社
,QSXRORRCC,沁水县农村信用合作联社
,NBCBANK,宁波通商银行
,JJGSSQNCNJX,双鸭山市市区农村信用联社
,HBLXRCB,河北临西农村商业银行股份有限公司
,JLHJRCB,吉林浑江农村商业银行股份有限公司
,QYRCB,庆阳农村商业银行股份有限公司
,WOORI,友利银行
,HNYLRCB,湖南炎陵农村商业银行股份有限公司
,LZXXISRCC,辽中县农村信用合作联社
,SXLLRCC,山西柳林农村商业银行
,FJSMRCB,福建三明农村商业银行
,NCNCRCC,南昌农村商业银行
,YXXRXQRCC,尤溪县农村信用合作联社
,SXSNRCC,陕西商南农村商业银行
,BYSBYQRCC,白银市白银区农村信用合作联社
,ZJJDRCC,浙江建德农村商业银行
,SXLCYFXRCC,山西潞城农村商业银行
,MHKSRCC,梅河口市农村信用合作联社
,NPRCB,河北南皮农村商业银行
,SXZZGAVRCC,陕西子洲农村商业银行
,HSB,恒生银行
,SPSCQRCC,四平市城区农村信用合作联社
,FKXZDORCC,法库县农村信用合作联社
,FYSCVMRCC,汾阳市农村信用合作联社
,CZLZRCB,长治潞州农村商业银行股份有限公司
,SDDARCC,山东东阿农村商业银行
,XWXROFRCC,修文县农村信用合作联社
,HBHGRCC,湖北黄冈农村商业银行
,HBDWRCC,湖北大悟农村商业银行
,HBFCRCB,河北阜城农村商业银行
,PCXBWRRCC,浦城县农村信用合作联社
,JXGFRCC,江西广丰农村商业银行
,CYSTQRCC,朝阳市双塔区农村信用合作联社
,WJZYFDCZYH,围场满族蒙古族自治县华商村镇银行
,SXLCDAARCC,山西黎城农村商业银行
,SDWHRCC,山东威海农村商业银行
,HLJNJRCC,黑龙江嫩江农村商业银行
,SXZGRCC,陕西岚皋农村商业银行
,HNJHRCB,湖南江华农村商业银行
,LDSRCC,罗定市农村信用合作联社
,SXSQRCC,陕西石泉农村商业银行
,SDYTRCC,山东鱼台农村商业银行
,ZGEMTRCC,准格尔煤田农村信用合作联社
,SDLZYKMRCC,山东临沭农村商业银行
,CSXRCC,长顺县农村信用合作联社
,GYXEVIRCC,高阳县农村信用联社
,WPXRCC,武平县农村信用合作联社
,TWXRCC,通渭县农村信用合作联社
,SXHYXRCC,山西省浑源县农村信用合作联社
,HBZJRCC,湖北枝江农村商业银行
,DSSNCXYHEAU,康平县农村信用合作联社
,JLJARCB,吉林集安农村商业银行股份有限公司
,FJPTRCC,福建平潭农村商业银行
,HBCYSKDRCC,湖北长阳农村商业银行
,SXSYQCORCC,山西寿阳农村商业银行
,HNXTRCB,湖南新田农村商业银行股份有限公司
,SXBHRCC,陕西白河农村商业银行
,QHHZSNKRCC,青海互助农村商业银行
,JTXNEPRCC,景泰县农村信用合作联社
,BSXRCC,白水县农村信用合作联社
,NXZWRCC,宁夏中卫农村商业银行
,SXSYDIWRCC,山西山阴农村商业银行
,LBRCB,贵州荔波农村商业银行
,GSGTRCB,甘肃高台农村商业银行股份有限公司
,GSYMRCB,甘肃玉门农村商业银行股份有限公司
,SDXJRCB,山东夏津农村商业银行
,GZZBW,贵州独山农村商业银行
,GZXWRCB,贵州修文农村商业银行
,HBBDRCC,湖北巴东农村商业银行
,QZXRCC,曲周县农村信用合作联社
,HBTSCFDRCB,河北唐山曹妃甸农村商业银行
,SZSHRXRCC,山西省朔州市怀仁县农村信用合作联社
,HNLGRCC,海南临高农村商业银行
,SDMYRCC,山东蒙阴农村商业银行
,FPXDDARCC,阜平县农村信用合作联社
,BJJTQRCC,宝鸡市金台区农村信用合作联社
,HNNHRCB,河北南和农商行股份有限公司
,SXSLXVPLRCC,山西省临县农村信用合作联社
,SDNJRCC,山东宁津农村商业银行
,GZHSNCB,贵州惠水农村商业银行股份有限公司
,SXSYXRCC,山西省应县农村信用合作联社
,JTXPYVRCC,金塔县农村信用合作联社
,EFEYNCSYVFS,湖北沙洋农村商业银行
,JXSGRCC,江西上高农村商业银行
,LNSBRCB,辽宁沈本农村商业银行股份有限公司
,SXMZRCC,陕西米脂农村商业银行
,JSYZRCB,江苏扬中农村商业银行
,WXVCNCSYRKH,德州陵城农村商业银行
,NJXIZYRCC,南靖县农村信用合作联社
,AHFCRCC,安徽繁昌农村商业银行
,LBRCU,灵宝市农村信用合作联社
,NMETKRCC,内蒙古鄂托克农村商业银行
,DFSRCC,东方市农村信用合作联社
,WSHYBANK,尉氏合益村镇银行
,NHXNUZRCC,宁化县农村信用合作联社
,LPSNCB,六盘水农村商业银行股份有限公司
,YTMZRCC,伊通满族自治县农村信用合作联社
,GZHPRCB,贵州黄平农村商业银行股份有限公司
,HBYDRCC,湖北宜都农村商业银行
,SZSTDZRCC,尚志市农村信用合作联社
,SDWLRCC,山东五莲农村商业银行
,HBALRCC,湖北安陆农村商业银行
,JLZLRCB,吉林镇赉农村商业银行股份有限公司
,ZHXFDMRCC,赞皇县农村信用合作联社
,HBGCRCC,湖北谷城农村商业银行
,LNDWRCB,辽宁大洼农村商业银行股份有限公司
,GSMLRCB,甘肃民乐农村商业银行股份有限公司
,GLZRCB,甘肃临泽农村商业银行股份有限公司
,TCYZRCC,铜川市耀州区农村信用合作社联合社
,PJNC,盘锦农村商业银行股份有限公司
,JSHZRCB,江苏洪泽农村商业银行
,SXLQXRCC,山西省灵丘县农村信用合作联社
,FFXRCC,扶风县农村信用合作联社
,GTXXAWRCC,古田县农村信用合作联社
,HNHHRCB,湖南花垣农村商业银行股份有限公司
,VLFNCXYHRTP,东辽县农村信用合作联社
,CAXRCC,成安县农村信用合作联社
,FJSXRCB,福建沙县农村商业银行
,LYJQRCB,辽源农村商业银行
,SDLSRCC,山东梁山农村商业银行
,SXYJRCC,山西永济农村商业银行
,WQXJWQRCC,吴桥县农村信用联社
,WSQRCC,乌审旗农村信用合作联社
,PBXSZGRCC,平坝县农村信用合作联社
,SDZSXDERCC,山东泗水农村商业银行
,SPXVGFRCC,顺平县农村信用联社
,HBCBRCC,湖北赤壁农村商业银行
,PSXDABRCC,盘山县农村信用合作联社
,RCXRCC,容城县农村信用合作联社
,SDLCRCRCB,山东聊城润昌农村商业银行
,GSSDRCB,甘肃山丹农村商业银行股份有限公司
,GZPARCB,贵州普安农村商业银行
,SXQYWJERCC,山西沁源农村商业银行
,GSSWYXRCC,甘肃省渭源县农村信用合作联社
,HBHARCC,湖北红安农村商业银行
,YKRSBANK,营口融生农村商业银行
,HBNZRCC,湖北南漳农村商业银行
,SXQJRCC,陕西清涧农村商业银行
,SCXICRRCC,顺昌县农村信用合作联社
,TSSRCC,台山市农村信用合作联社
,LCXKJHRCC,连城县农村信用合作联社
,HNJYRCC,河南济源农村商业银行
,FJNDRCC,福建宁德农村商业银行
,HBYMRCC,湖北云梦农村商业银行
,SDLJRCC,山东利津农村商业银行
,SXYSRCC,山西榆社农村商业银行
,XJSWRCC,新疆沙湾农村商业银行
,HCXWAXRCC,华池县农村信用合作联社
,BOSH,新韩银行
,SDLYSFDRCC,山东临邑农村商业银行
,WGXRCC,武功县农村信用合作联社
,HYSRCC,华阴市农村信用合作联社
,ZNSRCC,洮南市农村信用合作联社
,HBZXRCC,湖北竹溪农村商业银行
,SXLXRCB,山西岚县农村商业银行股份有限公司
,WCXZRORCC,武川县农村信用合作联社
,SXYQJJGRCC,山西垣曲农村商业银行
,LDLZRCC,乐东黎族自治县农村信用合作联社
,TCYTRCC,铜川市印台区农村信用合作社联合社
,XZHHRCB,徐州淮海农村商业银行
,GXTDRQGRCC,广西田东农村商业银行
,NPJYQRCC,南平市建阳区农村信用合作联社
,HBLTRCC,湖北罗田农村商业银行
,SXBDXRCC,山西省保德县农村信用合作联社
,HNGYRCB,河南巩义农村商业银行股份有限公司
,GZPDRCB,贵州普定农村商业银行
,GZALBANK,贵州安龙农村商业银行
,HBRXRCB,河北任县农村商业银行
,NXLWRCC,宁夏灵武农村商业银行
,HNLLSRCB,湖南临澧农村商业银行股份有限公司
,SDZCZVLRCC,山东鄄城农村商业银行
,SYNJQRCC,松原市宁江区农村信用合作联社
