SBankCode,BankTypeCode,BankName
,SBJDCZYH,呼和浩特市新城蒙银村镇银行
,DZZYFDCZYH,呼和浩特市如意蒙银村镇银行
,CXJYCZYH,任县邢农商村镇银行
,WRXHMCZYH,江苏射阳太商村镇银行
,HNLSJXHCZYH,西安长安新华村镇银行
,JAHZCZYH,广东英德泰隆村镇银行
,SZLHXHCZYH,凯里东南村镇银行
,ZXYTCB,泸县元通村镇银行
,WXXJRCZYH,浙江新昌浦发村镇银行
,ZWZCCZYH,上海松江富明村镇银行
,CSSXJJXCGCZYH,瓮安富民村镇银行
,MDJCJGHYRCC,黑龙江省牡丹江市城郊农村信用合作联社
,NCFMCZYH,南城富民村镇银行
,HNHSTNSCZYH,宁夏宁东本富村镇银行
,SSZJCZYH,本溪同盛村镇银行
,ZXSBBWCZYH,耒阳融兴村镇银行
,ZBXDCZYH,张北信达村镇银行
,XJZJCZYH,赤峰市红山玉龙村镇银行
,AHHSLHCZYH,铜川耀州新华村镇银行
,HLJLJXRCC,黑龙江省龙江县农村信用联社
,ZQCKZYFDCZYH,天水市秦安众信村镇银行
,DLGCZCCZYH,长春净月榆银村镇银行
,WLBHK,永隆银行
,JNXLLNRCC,晋宁县农村信用合作联社
,JZTHJYCZYH,宝清广益村镇银行
,QXJRCZYH,永兴沪农商村镇银行
,GQNCRCB,共青农村商业银行
,WFSWCQBHCZYH,西丰鹿城村镇银行
,TJWQCZYH,陕西富平汇发村镇银行
,HEBACNSCZYH,巩义浦发村镇银行
,FXXTXCZYH,万年黄河村镇银行
,TLXSHCZYH,江西婺源江淮村镇银行
,LZMFCB,临沭民丰村镇银行
,QZHSCZYH,鄱阳恒通村镇银行
,YJSHCB,永济市三禾村镇银行有限责任公司
,SBMGZRCC,肃北蒙古族自治县农村信用合作联社
,HHHTSSHMYCZYH,兴仁振兴村镇银行
,UFXM,中国银行间外汇交易中心
,DZCACZYH,突泉蒙银村镇银行
,TRFYCZYH,福建建瓯瑞狮村镇银行
,WNFMCZYH,安徽舒城正兴村镇银行
,OWLXTXXNSCZYH,邢台县邢农商村镇银行
,SXWQHFCZYH,上海浦东恒通村镇银行
,WFDCXCZYH,重庆市沙坪坝融兴村镇银行
,CITIHK,中信银行（国际）
,SYFKFMCZYH,灵山泰业村镇银行
,FCGFCGMCZYH,武邑邢农商村镇银行
,XFCZYH,兴福村镇银行
,YYXFCZYH,重庆江北恒丰村镇银行
,AHLXHSCZYH,灵石县汇民村镇银行
,XAMKEQBSCB,兴安盟科尔沁包商村镇银行
,XARXCB,新安融兴村镇银行
,FZNCRCC,抚州农村商业银行
,CDZDZYFDCZYH,青岛即墨惠民村镇银行
,SHJDHDCZYH,上海嘉定洪都村镇银行
,JSDTCZCZYH,什邡思源村镇银行
,GZFZXHCB,广州番禺新华村镇银行
,LCPFCB,临川浦发村镇银行
,CHEYYQQMYCZYH,资兴浦发村镇银行
,ZDMSCZYH,福建龙海泰隆村镇银行
,YWXRCC,伊吾县农村信用合作联社
,GYSFCB,廊坊市广阳舜丰村镇银行股份有限公司
,HJSLDCZYH,河津市龙都村镇银行
,JSJDJYCZYH,安徽怀远本富村镇银行
,YXJDCZYH,应县金都村镇银行
,LTHYCZYH,吉林龙潭华益村镇银行
,AHQSJHCZYH,江苏溧水民丰村镇银行
,ZCRXCB,桦川融兴村镇银行
,HLJKDRCC,黑龙江克东农村商业银行
,ATNSCZYH,辽宁灯塔村镇银行
,WHSHBWHHCZYH,上海浦东江南村镇银行
,SYYHYACZYH,德兴蓝海村镇银行
,HYXHNSCZYH,宁夏永宁汇发村镇银行
,WSQBSCZYH,江苏江都吉银村镇银行
,HHRXCZYH,兰西农商村镇银行
,DSFMCZYH,独山富民村镇银行
,GXGPGYCZYH,平山西柏坡冀银村镇银行
,GXXYLYCZYH,罗甸发展村镇银行
,BQXPMTRCC,拜泉县农村信用合作联社
,SYKPFYCZYH,乌海市海勃湾黄河村镇银行
,SYHMCB,三亚惠民村镇银行
,JPHSCB,建平红山村镇银行
,TLNSCB,铁岭农商村镇银行
,AHLXXHCZYH,呼和浩特市赛罕蒙银村镇银行
,WDLCHFCZYH,陕西汉中南郑汇发村镇银行
,YYTJCB,余姚通济村镇银行
,LNKZJYCB,辽宁喀左锦银村镇银行
,ETKQHZCB,鄂托克旗汇泽村镇银行股份有限公司
,SXHSRCC,陕西横山农村商业银行
,JXYFFNXRCC,江西永丰农村商业银行
,JMSSJQFJGRCC,佳木斯市郊区农村信用合作联社
,ZJPHGYCZYH,深圳罗湖蓝海村镇银行
,LXHRCZYH,岚县慧融村镇银行
,AHYXHSCZYH,吉林昌邑榆银村镇银行
,SXSYHSCB,陕西三原海丝村镇银行
,HLJKSXRCC,黑龙江省克山县农村信用联社
,JXSCVKKRCC,江西遂川农村商业银行
,SXLZHSCB,陕西临潼海丝村镇银行
,SFHNSCZYH,乌鲁木齐县利丰村镇银行
,YMXFCB,元谋兴福村镇银行
,LSNCSYYXGFYXGS,乐山农村商业银行股份有限公司
,YZGLZCCB,扬州广陵中成村镇银行
,DYTYCB,东源泰业村镇银行
,WSQBCJCZYH,福建永春漳农商村镇银行
,WAHDCZYH,平阴蓝海村镇银行
,ZJLYYSCZYH,达尔罕茂明安联合旗包商村镇银行
,LZHMCZYH,雷州惠民村镇银行
,ZJZSPTCZCZYH,天津宝坻浦发村镇银行
,GZSCSJSCCC,盖州市城市建设信用合作社
,GZSCZCSCCC,盖州市辰州城市信用合作社
,XACAXHCZYH,台江富民村镇银行
,HBHCNYCZYH,西安雁塔恒通村镇银行
,GZSCCC,盖州市城市信用合作社
,ZXGTCZYH,榆树融兴村镇银行
,WHSWLTCZYH,沈阳康平抚银村镇银行
,XDZCCZYH,广昌南银村镇银行
,LYCB,辽阳银行
,RRCB,云南瑞丽南屏农村商业银行
,SHBSFMCZYH,福建仙游瑞狮村镇银行
,SHCBHK,上海商业银行
,GXPBGMCZYH,承德县恒升村镇银行
,ZQXCGKGBRCC,舟曲县城关农村信用合作社
,HBWQRCB,河北万全农村商业银行
,SZPSZJCZYH,娄烦县三禾村镇银行
,DFHFCZYH,东方惠丰村镇银行
,NZXRCC,南召县农村信用合作联社
,XFXXFZRCC,西丰县西丰镇农村信用合作社
,WSLFCZYH,陕西户县海丝村镇银行
,HZSHXSRCC,化州市农村信用合作联社
,LQXCQCZYH,灵丘县长青村镇银行
,NBIZJZSCZCZYH,松桃长征村镇银行
,HZBLCJCZYH,抚顺新宾抚银村镇银行
,ZQYYHFCZYH,重庆云阳恒丰村镇银行
,YSXTNQRCC,阳山县农村信用合作联社
,NBHSPFCZYH,侯马市太行村镇银行
,LCRHCZYH,河间融惠村镇银行
,ZHRXCZYH,紫云富民村镇银行
,ZJJSLHCZYH,鄂尔多斯市天骄蒙银村镇银行
,DEBTRSCZYH,鄂尔多斯市东胜蒙银村镇银行
,HLJZYRCC,黑龙江肇源农村商业银行
,ZJTLHFCZYH,福建尤溪成功村镇银行
,YJYCCJCZYH,鄂尔多斯市铁西蒙银村镇银行
,HNYXTLCZYH,河南叶县泰隆村镇银行股份有限公司
,YKYHCCB,营口沿海银行
,ZJXBAFRCC,四川中江农村商业银行
,BQGYCZYH,陕西周至农科村镇银行
,HHHTSYQMYCZYH,呼和浩特市玉泉蒙银村镇银行
,DSBHK,大新银行
,KMLQZCCZYH,辽宁沈东村镇银行
,HMHXGMCZYH,宿迁宿城兴福村镇银行
,YNXSBYCZYH,大连甘井子浦发村镇银行
,DJCZCZYH,德江长征村镇银行
,SXXUFQRCC,始兴县农村信用合作联社
,LSZZYZRCC,连山壮族瑶族自治县农村信用合作联社
,NBFHLMCZYH,宁波奉化罗蒙村镇银行
,LXXFPKRCC,兰西县农村信用合作联社
,LZSNWURCC,连州市农村信用合作联社
,SMXNCRCC,石棉县农村信用合作社联合社
,HNLSSNCZYH,菏泽牡丹北海村镇银行
,BYPCZYFDCZYH,集安惠鑫村镇银行
,RLSRCC,瑞丽市农村信用合作联社
,PHRFCZYH,平和润丰村镇银行
,SCXHDCZYH,涟源沪农商村镇银行
,HLXJKFRCC,惠来县农村信用合作联社
,GJSHZCZYH,古交市汇泽村镇银行
,HNRCC,湖南省农村信用社
,HNPJHFCZYH,荔波富民村镇银行
,HBXTRCB,湖北仙桃京都村镇银行股份有限公司
,YYBSCZYH,古交市阜民村镇银行
,FJNX,福建省农村信用社联合社
,ZSDFZJCZYH,丹寨富民村镇银行
,SPLHZYCZYH,福建建阳瑞狮村镇银行
,CHINABOND,中央国债登记结算有限责任公司
,BYQRCC,白银区农村信用合作联社
,HLHFCZYH,交城县太行村镇银行
,HFXRCC,海丰县农村信用合作联社
,YYXNFJRCC,岳阳县农村信用合作联社
,NMGTMTRCB,内蒙古土默特右旗农村商业银行股份有限公司
,CYXFCZYH,绵竹浦发村镇银行
,SCLXRCB,四川泸县农村商业银行股份有限公司
,LCSRCC,乐昌市农村信用合作联社
,XZZYCZYH,醴陵沪农商村镇银行
,STLHCJCZYH,兰州七里河新华村镇银行
,NXSRCC,南雄市农村信用合作联社
,XHZCCZYH,江西莲花富民村镇银行
,BJYQCZYH,沿河长征村镇银行
,DLGJZPFCZYH,伊川齐鲁村镇银行
,GXYHGMCZYH,长春二道农商村镇银行
,FJTNJNSCZYH,平凉崆峒融兴村镇银行
,CTMXCZYH,六盘水六枝富民村镇银行
,WNGMCZYH,东莞厚街华业村镇银行
,SMXRCC,三门峡湖滨农村商业银行股份有限公司
,DJKCNSCZYH,应城融兴村镇银行
,ZXMSCZYH,南京浦口靖发村镇银行
,LFXSHCZYH,延寿融兴村镇银行
,XHBSCZYH,成都青白江融兴村镇银行
,ZSGZNYCZYH,济南槐荫沪农商村镇银行
,QHLDSJCZYH,青海乐都三江村镇银行
,XYYSXHCZYH,九江恒通村镇银行
,XWXLELRCC,徐闻县农村信用合作联社
,SNYGZRCC,肃南裕固族自治县农村信用合作联社
,JHZCCZYH,吕梁孝义汇通村镇银行
,RYYZRCC,乳源瑶族自治县农村信用合作联社
,BYNESWLTCZYH,辽源龙山榆银村镇银行
,LWPFCZYH,德庆华润村镇银行
,FJNAHTCZYH,阆中融兴村镇银行
,BJDXHXCZYH,乌鲁木齐米东浦发村镇银行
,DMZYFDCZYH,进贤瑞丰村镇银行
,SXKJXXZJHCZYH,中山古镇南粤村镇银行
,NCXJHTCZYH,南昌新建恒通村镇银行
,DQXNUCRCC,德庆县农村信用合作联社
,NCCDJYCZYH,南昌昌东九银村镇银行
,GCZYFDCZYH,兴化苏南村镇银行
,SHSJMSCZYH,惠水恒升村镇银行
,HNTYXHCZYH,云南大理渝农商村镇银行
,LTSFCZYH,剑河富民村镇银行
,XXSCZYH,固安恒升村镇银行
,DSRXCZYH,东山润鑫村镇银行
,SHFXPFCZYH,印江长征村镇银行
,RHXRCC,仁化县农村信用合作联社
,WCSRCC,吴川市农村信用合作联社
,ZZRXCZYH,靖宇乾丰村镇银行
,DDDYCZYH,丹东福汇村镇银行
,MLHNSCZYH,弥勒沪农商村镇银行
,YTDSCB,玉田大商村镇银行
,SHPDJNCZYH,镇宁汇商村镇银行
,ZFXZCZYH,西乌珠穆沁包商惠丰村镇银行
,CSZYFDCZYH,兰州永登新华村镇银行
,KTGMCZYH,临武浦发村镇银行
,NABYCZYH,黄平振兴村镇银行
,FLNSCZYH,安徽石台扬子村镇银行
,PXNCRCC,萍乡农村商业银行
,JXAFRCC,江西安福农村商业银行
,LHXKADRCC,陆河县农村信用合作联社
,NYHNSCZYH,大邑交银兴民村镇银行
,RNTLCZYH,河南汝南泰隆村镇银行
,HLJJDRCC,黑龙江鸡东农村商业银行
,HCPFCZYH,日照沪农商村镇银行
,SSGDCZYH,韶山光大村镇银行
,LSZYFDCZYH,从江月明村镇银行
,HNXYJXCZYH,日照蓝海村镇银行
,HTQLCZYH,陵水惠民村镇银行
,YJHRCZYH,延吉和润村镇银行
,NBCXJXCZYH,东平沪农商村镇银行
,BQRXCZYH,定陶河海村镇银行
,XJKELFMCZYH,兴山本富村镇银行
,ZJDQHSCZYH,大理古城中成村镇银行
,PXAYFMCZYH,三都富民村镇银行
,HZVGXGMCZYH,福建永定瑞狮村镇银行
,UMLJNLHCZYH,济宁蓝海村镇银行
,SHMHSYCZYH,上海闵行上银村镇银行
,SNJCNSCZYH,海南儋州绿色村镇银行
,SXXHDTRCC,遂溪县农村信用合作联社
,LFSRCC,陆丰市农村信用合作联社
,KMSLZCCZYH,北京平谷新华村镇银行
,RYXFCZYH,伊通榆银村镇银行
,FSYYCZYH,抚松榆银村镇银行
,MSB,珠海南通银行
,DYJYXMCZYH,聊城沪农商村镇银行
,COMMMERZ,德国商业银行
,RCXNSCZYH,石阡长征村镇银行
,CZYSXHCZYH,拜泉融兴村镇银行
,HLSKWERCC,海林市农村信用合作联社
,FGXAIXRCC,佛冈县农村信用合作联社
,MFXRCC,民丰县农村信用合作社联合社
,YNXYYNSCZYH,重庆巴南浦发村镇银行
,JXTHRCC,江西泰和农村商业银行
,JXNCRCC,江西南城农村商业银行
,WQHRCZYH,汪清和润村镇银行
,NXXJHFCZYH,兰州皋兰新华村镇银行
,HBRCU,河北省农村信用社
,BOCFCB,中银富登村镇银行
,RFSFSSQYCZYH,抚顺市清原村镇银行
,HNSYXJCZYH,浙江平湖工银村镇银行
,BTSDHJGCZYH,江口长征村镇银行
,FJMHMBCB,福建闽侯民本村镇银行
,JXYXCXVRCC,江西永新农村商业银行
,JCXTXCZYH,慈利沪农商村镇银行
,JSGNMFCZYH,兴和包商村镇银行
,FJLHTLCZYH,内蒙古和林格尔包商村镇银行
,DHSJSCZYH,宣汉诚民村镇银行
,NWXRDCZYH,宁武县瑞都村镇银行
,PDXCDCZYH,平定县昌都村镇银行
,JYTLCZYH,陕西泾阳泰隆村镇银行
,GMDZZZRCC,耿马傣族佤族自治县农村信用合作联社
,GMHMCZYH,思南长征村镇银行
,CZSQRCC,潮州市区农村信用合作联社
,DXHDCZYH,代县泓都村镇银行
,TYSJCPQXDCZYH,太原市尖草坪区信都村镇银行
,MDXJABRCC,弥渡县农村信用合作联社
,BSJYHHCZYH,白山江源汇恒村镇银行
,TQAZJZSCZCZYH,浙江岱山稠州村镇银行
,HWHFMCZYH,长顺富民村镇银行
,WYXNSCZYH,平泉恒升村镇银行
,HEBHLPFCZYH,平塘富民村镇银行
,HNZFRCB,湖南中方农村商业银行股份有限公司
,CDSLCMCZYH,神农架楚农商村镇银行
,ALCNSCZYH,大厂回族自治县新华村镇银行
,YDSRCC,英德市农村信用合作联社
,GZSRCC,高州市农村信用合作联社
,SDZPQLCZYH,芜湖圆融村镇银行
,ZJWYJXCZYH,镇江润州长江村镇银行
,CCJYCZYH,赤城家银村镇银行
,PAPHCB,普安普惠村镇银行
,GDEPHFCZYH,土默特右旗蒙银村镇银行
,ZJZZRFCZYH,南丰桔都村镇银行
,GDRCC,广东省农村信用社联合社
,FYSJDCZYH,汾阳市九都村镇银行
,LJSRCC,廉江市农村信用合作联社
,YNBCRCC,云南宾川农村商业银行
,BXFTCZYH,蒙自沪农商村镇银行
,NCBSCZYH,依兰惠鑫村镇银行
,ZZMYCZYH,孝昌本富村镇银行
,JXLLRCC,江西庐陵农村商业银行
,THEDJRFCZYH,宁阳沪农商村镇银行
,GYBYDXCZYH,贵阳白云德信村镇银行
,ZDSRCC,肇东市农村信用合作联社
,FJXYRSCZYH,陕西榆林横山汇发村镇银行
,FJYAHFCZYH,莫力达瓦包商村镇银行
,YPSHMCZYH,都昌九银村镇银行
,CXXYCZYXTTV,中阳县太行村镇银行
,CYCNSRCC,崇阳楚农商村镇银行
,ZZTMYCZYH,嵩明沪农商村镇银行
,YXHMCB,盂县汇民村镇银行
,NASRCC,宁安市农村信用合作联社
,KMYLRFCZYH,昆明宜良融丰村镇银行
,HBKSEMGRCC,和布克赛尔蒙古自治县农村信用合作联社
,SXSLXYCCRCC,山西省石楼县农村信用合作联社
,MLYDCZYH,穆棱远东村镇银行
,SHFXPFCB,上海奉贤浦发村镇银行
,JXSGFMCZYH,江西上高富民村镇银行
,GARCU,广安农村商业银行股份有限公司
,XNSRCC,兴宁市农村信用合作联社
,YCXQVRRCC,岳池县农村信用合作社联合社
,WSXRDCZYH,文水县润都村镇银行
,YNMZRCC,云南蒙自农村商业银行
,NAXRCC,南澳县农村信用合作联社
,LQHSCZYH,通化二道江瑞丰村镇银行
,XCXXAYRCC,西畴县农村信用合作联社
,HNXNTNSCZYH,铜仁万山长征村镇银行
,LNHSJYCZYH,南宁隆安长江村镇银行
,UBS,瑞士银行(中国)有限公司
,JSFMCZYH,阳曲县汇民村镇银行
,ZYTYCZYH,宁夏西吉汇发村镇银行
,YAJGCZYH,远安金谷村镇银行
,TRWSCZCZYH,巴彦淖尔市临河黄河村镇银行
,CSXSHNSCZYH,临洮县金城村镇银行
,EEDSSHTCZYH,鄂尔多斯市罕台村镇银行
,SCHMCZYH,贵定恒升村镇银行
,QHHZSJCZYH,湟中三江村镇银行
,HURCB,湖北省农信社
,JSTXJXCZYH,江西芦溪富民村镇银行
,WCXYMURCC,旺苍县农村信用合作联社
,JSSRCC,积石山保安族东乡族撒拉族自治县农村信用合作联社
,HNPFCZYH,衡南浦发村镇银行
,CLPFCB,茶陵浦发村镇银行
,FSNHXHCZYH,成都双流诚民村镇银行
,XJJXCGCB,新疆建新成功村镇银行
,WFSHTQMYCZYH,江阴浦发村镇银行
,YNGNRCC,云南广南农村商业银行股份有限公司
,GDYJRCB,广东阳江农村商业银行
,MLSRCC,穆棱市农村信用合作联社
,ZLZYFDCZYH,建宁刺桐红村镇银行
,SXTBCYCZYH,安徽东至扬子村镇银行
,YNYJRCC,云南盈江农村商业银行
,LNYZRCC,连南瑶族自治县农村信用合作联社
,JXRSCB,集贤润生村镇银行
,SJXADJRCC,双江拉祜族佤族布朗族傣族自治县农村信用合作联社
,MXTLCZYH,陕西眉县泰隆村镇银行
,YXXEZWRCC,阳西县农村信用合作联社
,XFXEDDRCC,新丰县农村信用合作联社
,ZXBXBANK,百信银行
,STTQRCC,汕头经济特区农村信用合作社联合社
,TZJYXZCB,泰州姜堰锡州村镇银行
,YXCJZCCZYH,抚顺东洲抚银村镇银行
,FJZAHTCB,福建诏安汇通村镇银行
,JYSRCC,江油市农村信用合作联社
,JXYDRCC,江西于都农村商业银行
,BZBZRCC,巴中市巴州区农村信用合作社联合社
,STSJSRCC,汕头市金砂农村信用合作社
,BYXBXWRCC,白玉县农村信用合作联社
,SCQSCB,四川青神农村商业银行股份有限公司
,JXWZFMCZYH,江西万载富民村镇银行
,DXTWBLRCC,定西市通渭县榜罗信用社
,FJJLCGCB,福建将乐成功村镇银行
,NMYKSRCC,内蒙古牙克石农村商业银行
,LCZLZRCC,罗城仫佬族自治县农村信用合作联社
,JXGXIQVRCC,江西广信农村商业银行
,SYQBCZYH,江苏锡山建信村镇银行
,YNSDRCB,云南施甸农村商业银行股份有限公司
,SHPDJXCZYH,遂川洪都村镇银行
,MJHNZRCC,墨江哈尼族自治县农村信用合作联社
,XAMZZTQRCC,内蒙古兴安盟扎赉特旗农村信用合作社联合社
,JYXAVCRCC,井研县农村信用合作联社
,RTXRCC,壤塘县农村信用合作联社
,ZCXGJGRCC,沐川县农村信用合作社联合社
,CZDXCJCZYXPYB,陇西神舟村镇银行
,STSZCRCC,汕头市珠池农村信用合作社
,LDLPSCB,隆德六盘山村镇银行
,DYXOVBRCC,大英县农村信用合作社联合社
,YNDYRCB,云南大姚农村商业银行
,SWEDB,瑞典银行有限公司
,DXTWCHRCC,定西市通渭县常河信用社
,ZXHUIRCC,淇县农村信用合作联社
,LZMSCB,林芝民生村镇银行
,HNWGRCC,河南舞钢农村商业银行
,XLXSUPRCC,新龙县农村信用合作联社
,SRNCRCC,上饶农村商业银行
,SDXZBBRCC,色达县农村信用合作联社
,GXPLRCC,广西平乐农村合作银行
,ZXCNSCB,竹溪楚农商村镇银行
,BZRCU,巴中农村商业银行股份有限公司
,STHYNCSYYH,汕头海湾农村商业银行
,PAXRCC,四川蓬安农村商业银行
,YNLCRCC,云南陇川农村商业银行
,ZSSRCC,泸水市农村信用合作联社
,ETKXSYCZYH,鄂托克兴生源村镇银行
,ZCXHYVRCC,汶川县农村信用合作社联合社
,YNCXSRCC,云南楚雄市农村商业银行
,LPXILURCC,兰坪县农村信用合作联社
,STSXPRCC,汕头市下蓬农村信用合作社
,HPXDDWRCC,合浦县农村信用合作联社
,GXLARCC,广西隆安农村商业银行
,HNRYRCC,河南汝阳农村商业银行
,GDXYRCB,广东信宜农村商业银行
,HNXARCC,河南新安农村商业银行
,BXSWTSRCC,本溪市歪头山农村信用合作社
,ASNYCZYH,湖南邵东湘淮村镇银行
,DQXSAQRCC,德钦县农村信用合作联社
,YNMLRCC,云南弥勒农村商业银行
,BXSSQZRCC,本溪市石桥子农村信用合作社
,YBSNXQRCC,宜宾市南溪区农村信用合作联社
,ASXXFMCZYH,南宁武鸣漓江村镇银行
,WCMZMZXHSCZYH,金溪抚商村镇银行
,NMKSKTRCC,内蒙古克什克腾农村商业银行
,YXZYCB,永修浔银村镇银行
,SCWSRCB,四川武胜农村商业银行
,GXTLRCC,广西田林农村商业银行
,YKHCCB,营口宏诚村镇银行
,WSXYNJRCC,武胜县农村信用合作社联合社
,LSXCBQRCC,鲁山县农村信用合作联社
,AHCHYZCZYH,霞浦刺桐红村镇银行
,ABXRCC,阿坝县农村信用合作社联合社
,SCEMSNCB,四川峨眉山农村商业银行股份有限公司
,XSBFCZYH,湖南安仁新阳村镇银行
,DZSTCQRCC,达州市通川区农村信用合作联社
,JXSYRCC,江西上犹农村商业银行
,DYNCRCB,德阳农村商业银行
,ZXXMOJRCC,泸西县农村信用合作联社
,NJSZRCC,内江市市中区农村信用合作社联合社
,SCLSRCB,四川邻水农村商业银行股份有限公司
,LCLXHNSCZYH,宁波北仑中银富登村镇银行
,STSZSRCC,汕头市岐山农村信用合作社
,XXSFQQRCC,新乡市凤泉区农村信用合作联社
,AHFCJXCB,安徽繁昌建信村镇银行
,PSXNCRCC,皮山县农场农村信用合作社
,LSSWQRCC,乐山市沙湾区农村信用合作联社
,PSPYLMRCC,皮山县皮亚勒玛乡农村信用合作社
,SDZYJXCB,山东招远建信村镇银行
,DEBTRCC,黑龙江杜尔伯特农村商业银行
,QZSRCC,钦州市农村信用合作联社
,GDGYRCB,广东高要农村商业银行
,PSKLYXRCC,皮山县克里阳乡农村信用合作社
,ZYSSQRCC,濮阳市市区农村信用合作联社
,ACCB,亚洲商业银行
,QDPDHMCZYH,万安洪都村镇银行
,SCFSRCB,四川富顺农村商业银行
,PSKKTRKRCC,皮山县科克铁热克乡农村信用合作社
,PSKSTGRCC,皮山县阔什塔格乡农村信用合作社
,PSMKLXRCC,皮山县木奎拉乡农村信用合作社
,PSMJXRCC,皮山县木吉乡农村信用合作社
,WQRXCB,吴桥融信村镇银行
,PSSZXRCC,皮山县桑株乡农村信用合作社
,PSCGXRCC,皮山县藏桂乡农村信用合作社
,PSDWZRCC,皮山县杜瓦镇农村信用合作社
,ZYXMGZRCC,镇沅彝族哈尼族拉祜族自治县农村信用合作联社
,YNWXRCB,云南威信农村商业银行
,LXCAJRCC,理县农村信用合作社联合社
,YNJSRCC,云南建水农村商业银行
,ZKXLHBRCC,镇康县农村信用合作联社
,HNZCCJPRCC,河南潢川农村商业银行
,LXXWSBRCC,林西县农村信用合作联社
,QYLLCB,青原庐陵村镇银行
,HNXHSRCB,湖南新晃农村商业银行股份有限公司
,YPXRCC,永平县农村信用合作联社
,YSXJUCRCC,砚山县农村信用合作联社
,HNWSRCC,河南尉氏农村商业银行
,ZWDLJZRCC,彰武县东六家子农村信用合作社
,CIVLYTYCZYH,凌源天元村镇银行
,ZWXHXQRCC,彰武县后新秋农村信用合作社
,ZWNCXYHZLSHCX,彰武县农村信用合作联四合城信用社
,JXZYRQLRCC,江西婺源农村商业银行
,GHRCB,广东河源农村商业银行
,JXWARCC,江西万安农村商业银行
,ZWXFJRCC,彰武县冯家农村信用合作社
,KLQZYRCC,辽宁省喀喇沁左翼蒙古族自治县公营子农村信用合作社
,HNZLRCC,河南鄢陵农村商业银行
,JSZJMTCZYH,湖北咸安武农商村镇银行
,BJPGXHCZYH,汕头潮阳融和村镇银行
,ZWXHETRCC,彰武县哈尔套农村信用合作社
,YNYXRCB,云南云县农村商业银行
,CYZZRCC,沧源佤族自治县农村信用合作联社
,SYSBFMCB,沈阳沈北富民村镇银行
,JXRCU,江西省农村信用社
,GXFSRCC,广西扶绥农村商业银行
,GJSRCC,个旧市农村信用合作联社
,DBXPAIRCC,德保县农村信用合作联社
,FSXLGRCC,抚顺县拉古农村信用合作社
,HBRCB,鹤壁农村商业银行股份有限公司
,WSMGCJCZYH,奉节中银富登村镇银行
,MSDPRCC,眉山市东坡区农村信用合作社联合社
,QHSRB,黄岛舜丰村镇银行
,LPSLZFMCZYH,饶阳民商村镇银行
,NLXFFRRCC,南乐县农村信用合作联社
,SDLCYRCZYH,历城圆融村镇银行
,ZJTSWYCZYH,安徽濉溪湖商村镇银行
,JXXJYCPRCC,江西新建农村商业银行
,YLSQRCC,玉林市区农村信用合作联社
,JXGCERRRCC,江西赣昌农村商业银行
,JXWLRCC,江西湾里农村商业银行
,XXCXCZYH,湖南江华新阳村镇银行
,RSMZRCC,融水苗族自治县农村信用合作联社
,YQXHMCZYH,广州从化柳银村镇银行
,JXAYNCORCC,江西安义农村商业银行
,SQHSRCC,商丘华商农村商业银行
,HLDGXCZYH,潍坊市奎文区中成村镇银行
,GXRXRCC,广西容县农村信用合作社联合社
,QEKHRXHRCZYH,怀仁县慧融村镇银行
,HDHSQLCZYH,沅江浦发村镇银行
,ZJXZDSCZYH,新疆石河子市交银村镇银行
,FSXJBRCC,抚顺县救兵农村信用合作社
,XSBNZHCJCZYH,壶关县晋融村镇银行
,DYRHCZYH,湖南蓝山神农村镇银行
,JXYHRCC,江西宜黄农村商业银行
,CHZYFDCZYH,广西柳江柳银村镇银行
,AHFDHSCZYH,广西银海国民村镇银行
,HLJLDRCC,黑龙江林甸农村商业银行
,DBXAIARCC,丹巴县农村信用合作联社
,WXXSB,无锡锡商银行
,ZJYHYXCZYH,百色靖西长江村镇银行
